"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/01/2023 a 18/01/2023","BCO BRADESCO S.A.","6.58","114.72"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/01/2023 a 18/01/2023","NU FINANCEIRA S.A. CFI","5.19","83.59"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/01/2023 a 18/01/2023","BCO C6 S.A.","3.54","51.73"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/01/2023 a 18/01/2023","BANCO PAN","2.59","35.96"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","CAIXA ECONOMICA FEDERAL","11.83","282.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BCO DO BRASIL S.A.","15.09","440.05"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BCO SANTANDER (BRASIL) S.A.","12.78","323.63"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BCO BRADESCO S.A.","13.96","379.86"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BANCO BRADESCARD","18.72","683.68"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","NU FINANCEIRA S.A. CFI","13.5","356.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BANCO INTER","13.53","358.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BCO XP S.A.","5.02","79.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BCO C6 S.A.","14.78","422.96"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","11/01/2023 a 17/01/2023","BANCO ORIGINAL","18.54","670.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","CAIXA ECONOMICA FEDERAL","2.39","32.77"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","BCO DO BRASIL S.A.","4.25","64.77"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","BCO SANTANDER (BRASIL) S.A.","4.71","73.72"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","ITAÚ UNIBANCO S.A.","4.4","67.59"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","BCO BRADESCO S.A.","6.65","116.61"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","NU FINANCEIRA S.A. CFI","5.16","82.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","BCO C6 S.A.","3.65","53.73"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","11/01/2023 a 17/01/2023","BANCO PAN","2.61","36.28"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","CAIXA ECONOMICA FEDERAL","11.66","275.59"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BCO DO BRASIL S.A.","15.35","454.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BCO SANTANDER (BRASIL) S.A.","12.22","298.81"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BCO BRADESCO S.A.","14.07","385.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BANCO BRADESCARD","18.82","691.58"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","NU FINANCEIRA S.A. CFI","13.43","353.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BANCO INTER","13.59","361.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BCO XP S.A.","5.07","81.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BCO C6 S.A.","14.84","425.89"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","10/01/2023 a 16/01/2023","BANCO ORIGINAL","18.94","701.42"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","CAIXA ECONOMICA FEDERAL","2.42","33.23"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","BCO DO BRASIL S.A.","4.25","64.69"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","BCO SANTANDER (BRASIL) S.A.","4.76","74.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","ITAÚ UNIBANCO S.A.","4.41","67.82"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","BCO BRADESCO S.A.","6.97","124.54"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","NU FINANCEIRA S.A. CFI","5.12","82.01"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","BCO C6 S.A.","3.61","53.07"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/01/2023 a 16/01/2023","BANCO PAN","2.66","37.04"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","CAIXA ECONOMICA FEDERAL","11.66","275.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BCO DO BRASIL S.A.","15.31","452.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BCO SANTANDER (BRASIL) S.A.","12.3","302.45"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BCO BRADESCO S.A.","13.71","367.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BANCO BRADESCARD","18.72","684.33"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","NU FINANCEIRA S.A. CFI","13.39","351.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BANCO INTER","13.93","378.37"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BCO XP S.A.","5.11","81.81"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BCO C6 S.A.","14.87","427.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/01/2023 a 13/01/2023","BANCO ORIGINAL","18.78","688.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","CAIXA ECONOMICA FEDERAL","2.47","33.97"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","BCO DO BRASIL S.A.","4.25","64.84"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","BCO SANTANDER (BRASIL) S.A.","4.96","78.74"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","ITAÚ UNIBANCO S.A.","4.47","68.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","BCO BRADESCO S.A.","7.2","130.4"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","NU FINANCEIRA S.A. CFI","5.15","82.77"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","BCO C6 S.A.","3.71","54.8"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/01/2023 a 13/01/2023","BANCO PAN","2.85","40.13"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","CAIXA ECONOMICA FEDERAL","11.66","275.51"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BCO DO BRASIL S.A.","15.23","448.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BCO SANTANDER (BRASIL) S.A.","12.3","302.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BCO BRADESCO S.A.","13.71","367.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BANCO BRADESCARD","18.63","676.57"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","NU FINANCEIRA S.A. CFI","13.27","346.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BANCO INTER","13.8","371.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BCO XP S.A.","5.11","81.81"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BCO C6 S.A.","14.87","427.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/01/2023 a 12/01/2023","BANCO ORIGINAL","18.77","687.88"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","CAIXA ECONOMICA FEDERAL","2.52","34.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","BCO DO BRASIL S.A.","4.26","64.88"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","BCO SANTANDER (BRASIL) S.A.","5.05","80.51"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","ITAÚ UNIBANCO S.A.","4.51","69.79"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","BCO BRADESCO S.A.","7.32","133.41"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","NU FINANCEIRA S.A. CFI","5.21","83.85"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","BCO C6 S.A.","3.68","54.26"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/01/2023 a 12/01/2023","BANCO PAN","2.91","41.04"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","CAIXA ECONOMICA FEDERAL","11.46","267.63"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BCO DO BRASIL S.A.","15.22","447.48"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BCO SANTANDER (BRASIL) S.A.","12.79","323.77"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BCO BRADESCO S.A.","13.9","376.59"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BANCO BRADESCARD","18.94","701.95"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","NU FINANCEIRA S.A. CFI","13.16","340.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BANCO INTER","14.07","385.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BCO XP S.A.","5.08","81.14"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BCO C6 S.A.","14.57","411.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","05/01/2023 a 11/01/2023","BANCO ORIGINAL","18.88","696.58"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","CAIXA ECONOMICA FEDERAL","2.57","35.57"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","BCO DO BRASIL S.A.","4.23","64.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","BCO SANTANDER (BRASIL) S.A.","5.1","81.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","ITAÚ UNIBANCO S.A.","4.39","67.4"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","BCO BRADESCO S.A.","6.63","116.12"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","NU FINANCEIRA S.A. CFI","5.23","84.31"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","BCO C6 S.A.","4.06","61.3"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","05/01/2023 a 11/01/2023","BANCO PAN","2.9","40.84"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","CAIXA ECONOMICA FEDERAL","11.64","274.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BCO DO BRASIL S.A.","15.26","449.7"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BCO SANTANDER (BRASIL) S.A.","12.78","323.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BCO BRADESCO S.A.","13.83","373.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BANCO BRADESCARD","18.85","694.54"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","NU FINANCEIRA S.A. CFI","13.03","334.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BANCO INTER","14.08","385.68"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BCO XP S.A.","5.08","81.14"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BCO C6 S.A.","14.57","411.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/01/2023 a 10/01/2023","BANCO ORIGINAL","18.88","696.38"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","CAIXA ECONOMICA FEDERAL","2.6","36.03"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","BCO DO BRASIL S.A.","4.21","64.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","BCO SANTANDER (BRASIL) S.A.","5.11","81.8"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","ITAÚ UNIBANCO S.A.","4.38","67.27"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","BCO BRADESCO S.A.","6.6","115.34"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","NU FINANCEIRA S.A. CFI","5.25","84.79"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","BCO C6 S.A.","4.09","61.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/01/2023 a 10/01/2023","BANCO PAN","2.84","39.93"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/01/2023 a 09/01/2023","CAIXA ECONOMICA FEDERAL","11.8","281.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/01/2023 a 09/01/2023","BCO DO BRASIL S.A.","14.73","419.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/01/2023 a 09/01/2023","BCO SANTANDER (BRASIL) S.A.","13.97","380.07"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/01/2023 a 09/01/2023","BCO BRADESCO S.A.","13.79","371.42"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/01/2023 a 09/01/2023","BANCO BRADESCARD","18.74","685.26"
